job_id,job_name,job_started_at,job_completed_at,job_html_url,step_number,step_name,step_status,step_conclusion,step_started_at,step_completed_at,step_started_at_dt,step_completed_at_dt,duration_seconds
58820625066,call-min-flutter-test / windows,2025-12-23T19:05:27Z,2025-12-23T19:35:40Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625066,7,Install virtual audio device,completed,success,2023-07-04T12:00:00Z,2023-07-04T12:00:01Z,2023-07-04 12:00:00+00:00,2023-07-04 12:00:01+00:00,1.0
58820625081,call-test / windows,2025-12-23T19:05:27Z,2025-12-23T19:35:39Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625081,7,Install virtual audio device,completed,success,2023-07-04T12:00:00Z,2023-07-04T12:00:02Z,2023-07-04 12:00:00+00:00,2023-07-04 12:00:02+00:00,2.0
58820625066,call-min-flutter-test / windows,2025-12-23T19:05:27Z,2025-12-23T19:35:40Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625066,8,Resetting system date time (#1573),completed,success,2023-07-04T12:00:01Z,2025-12-23T19:07:44Z,2023-07-04 12:00:01+00:00,2025-12-23 19:07:44+00:00,78044863.0
58820625081,call-test / windows,2025-12-23T19:05:27Z,2025-12-23T19:35:39Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625081,8,Resetting system date time (#1573),completed,success,2023-07-04T12:00:02Z,2025-12-23T19:08:07Z,2023-07-04 12:00:02+00:00,2025-12-23 19:08:07+00:00,78044885.0
58820625114,call-test / macos-pods,2025-12-23T19:05:27Z,2025-12-23T19:08:33Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625114,1,Set up job,completed,success,2025-12-23T19:05:27Z,2025-12-23T19:05:32Z,2025-12-23 19:05:27+00:00,2025-12-23 19:05:32+00:00,5.0
58820625054,call-test / ios,2025-12-23T19:05:27Z,2025-12-23T19:27:37Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625054,1,Set up job,completed,success,2025-12-23T19:05:27Z,2025-12-23T19:05:34Z,2025-12-23 19:05:27+00:00,2025-12-23 19:05:34+00:00,7.0
58820625028,call-min-flutter-test / android,2025-12-23T19:05:27Z,2025-12-23T19:41:36Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625028,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
58820625094,call-min-flutter-test / linux,2025-12-23T19:05:27Z,2025-12-23T19:32:21Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625094,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
58820625039,call-min-flutter-test / test,2025-12-23T19:05:27Z,2025-12-23T19:07:36Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625039,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
58820625070,call-test / android,2025-12-23T19:05:27Z,2025-12-23T19:44:10Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625070,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
58820625043,call-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:44:44Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625043,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
58820625112,call-test / linux,2025-12-23T19:05:27Z,2025-12-23T19:32:50Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625112,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
58820625052,call-test / test,2025-12-23T19:05:27Z,2025-12-23T19:07:55Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625052,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
