job_id,job_name,job_started_at,job_completed_at,job_html_url,step_number,step_name,step_status,step_conclusion,step_started_at,step_completed_at,step_started_at_dt,step_completed_at_dt,duration_seconds
58820625028,call-min-flutter-test / android,2025-12-23T19:05:27Z,2025-12-23T19:41:36Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625028,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
58820625070,call-test / android,2025-12-23T19:05:27Z,2025-12-23T19:44:10Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625070,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
58820625043,call-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:44:44Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625043,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:30Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:30+00:00,2.0
58820625061,call-test / android-min,2025-12-23T19:05:27Z,2025-12-23T19:43:12Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625061,1,Set up job,completed,success,2025-12-23T19:05:28Z,2025-12-23T19:05:31Z,2025-12-23 19:05:28+00:00,2025-12-23 19:05:31+00:00,3.0
58820625018,call-min-flutter-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:39:55Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625018,1,Set up job,completed,success,2025-12-23T19:05:29Z,2025-12-23T19:05:33Z,2025-12-23 19:05:29+00:00,2025-12-23 19:05:33+00:00,4.0
58820625028,call-min-flutter-test / android,2025-12-23T19:05:27Z,2025-12-23T19:41:36Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625028,2,Run actions/checkout@v4,completed,success,2025-12-23T19:05:30Z,2025-12-23T19:05:31Z,2025-12-23 19:05:30+00:00,2025-12-23 19:05:31+00:00,1.0
58820625070,call-test / android,2025-12-23T19:05:27Z,2025-12-23T19:44:10Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625070,2,Run actions/checkout@v4,completed,success,2025-12-23T19:05:30Z,2025-12-23T19:05:31Z,2025-12-23 19:05:30+00:00,2025-12-23 19:05:31+00:00,1.0
58820625043,call-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:44:44Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625043,2,Run actions/checkout@v4,completed,success,2025-12-23T19:05:30Z,2025-12-23T19:05:31Z,2025-12-23 19:05:30+00:00,2025-12-23 19:05:31+00:00,1.0
58820625061,call-test / android-min,2025-12-23T19:05:27Z,2025-12-23T19:43:12Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625061,2,Run actions/checkout@v4,completed,success,2025-12-23T19:05:31Z,2025-12-23T19:05:32Z,2025-12-23 19:05:31+00:00,2025-12-23 19:05:32+00:00,1.0
58820625028,call-min-flutter-test / android,2025-12-23T19:05:27Z,2025-12-23T19:41:36Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625028,3,Run subosito/flutter-action@v2,completed,success,2025-12-23T19:05:31Z,2025-12-23T19:06:04Z,2025-12-23 19:05:31+00:00,2025-12-23 19:06:04+00:00,33.0
58820625070,call-test / android,2025-12-23T19:05:27Z,2025-12-23T19:44:10Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625070,3,Run subosito/flutter-action@v2,completed,success,2025-12-23T19:05:31Z,2025-12-23T19:06:25Z,2025-12-23 19:05:31+00:00,2025-12-23 19:06:25+00:00,54.0
58820625043,call-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:44:44Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625043,3,Run subosito/flutter-action@v2,completed,success,2025-12-23T19:05:31Z,2025-12-23T19:06:25Z,2025-12-23 19:05:31+00:00,2025-12-23 19:06:25+00:00,54.0
58820625061,call-test / android-min,2025-12-23T19:05:27Z,2025-12-23T19:43:12Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625061,3,Run subosito/flutter-action@v2,completed,success,2025-12-23T19:05:32Z,2025-12-23T19:06:31Z,2025-12-23 19:05:32+00:00,2025-12-23 19:06:31+00:00,59.0
58820625018,call-min-flutter-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:39:55Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625018,2,Run actions/checkout@v4,completed,success,2025-12-23T19:05:33Z,2025-12-23T19:05:34Z,2025-12-23 19:05:33+00:00,2025-12-23 19:05:34+00:00,1.0
58820625018,call-min-flutter-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:39:55Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625018,3,Run subosito/flutter-action@v2,completed,success,2025-12-23T19:05:34Z,2025-12-23T19:06:09Z,2025-12-23 19:05:34+00:00,2025-12-23 19:06:09+00:00,35.0
58820625028,call-min-flutter-test / android,2025-12-23T19:05:27Z,2025-12-23T19:41:36Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625028,4,Run bluefireteam/melos-action@v3,completed,success,2025-12-23T19:06:04Z,2025-12-23T19:06:18Z,2025-12-23 19:06:04+00:00,2025-12-23 19:06:18+00:00,14.0
58820625018,call-min-flutter-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:39:55Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625018,4,Override endorsed plugin with audioplayers_android_exo,completed,success,2025-12-23T19:06:09Z,2025-12-23T19:06:14Z,2025-12-23 19:06:09+00:00,2025-12-23 19:06:14+00:00,5.0
58820625018,call-min-flutter-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:39:55Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625018,5,Run bluefireteam/melos-action@v3,completed,success,2025-12-23T19:06:14Z,2025-12-23T19:06:24Z,2025-12-23 19:06:14+00:00,2025-12-23 19:06:24+00:00,10.0
58820625028,call-min-flutter-test / android,2025-12-23T19:05:27Z,2025-12-23T19:41:36Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625028,5,Setup Android Emulator,completed,success,2025-12-23T19:06:18Z,2025-12-23T19:07:30Z,2025-12-23 19:06:18+00:00,2025-12-23 19:07:30+00:00,72.0
58820625026,call-min-flutter-test / web,2025-12-23T19:05:28Z,2025-12-23T19:18:00Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625026,6,Run Flutter integration tests,completed,failure,2025-12-23T19:06:23Z,2025-12-23T19:17:59Z,2025-12-23 19:06:23+00:00,2025-12-23 19:17:59+00:00,696.0
58820625018,call-min-flutter-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:39:55Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625018,6,Setup Android Emulator,completed,success,2025-12-23T19:06:24Z,2025-12-23T19:07:38Z,2025-12-23 19:06:24+00:00,2025-12-23 19:07:38+00:00,74.0
58820625043,call-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:44:44Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625043,4,Override endorsed plugin with audioplayers_android_exo,completed,success,2025-12-23T19:06:25Z,2025-12-23T19:06:30Z,2025-12-23 19:06:25+00:00,2025-12-23 19:06:30+00:00,5.0
58820625070,call-test / android,2025-12-23T19:05:27Z,2025-12-23T19:44:10Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625070,4,Run bluefireteam/melos-action@v3,completed,success,2025-12-23T19:06:25Z,2025-12-23T19:06:39Z,2025-12-23 19:06:25+00:00,2025-12-23 19:06:39+00:00,14.0
58820625043,call-test / android-exo,2025-12-23T19:05:28Z,2025-12-23T19:44:44Z,https://github.com/bluefireteam/audioplayers/actions/runs/20469290792/job/58820625043,5,Run bluefireteam/melos-action@v3,completed,success,2025-12-23T19:06:30Z,2025-12-23T19:06:38Z,2025-12-23 19:06:30+00:00,2025-12-23 19:06:38+00:00,8.0
